date,code,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
2013-01-06,sh600000,10.1,10.26,9.93,10.02,0.010081000000000007,261436810.0,2633796691.0,149526226860.0,186907783580.0,0.017519313442267915,73.42051,2012-09-30,2012-10-31,5.5790370000000005,2.346218,0.9850530000000001,1.101442,8.500869
2013-01-13,sh600000,10.05,10.35,9.77,9.82,-0.019960342179895174,871732543.0,8816750564.0,146541671440.0,183177089300.0,0.05841624084221651,71.955011,2012-09-30,2012-10-31,5.467677,2.299386,0.965391,1.079456,8.331189
2013-01-20,sh600000,9.75,10.41,9.75,10.16,0.03462344069980894,765910415.0,7777271892.0,151615415660.0,189519269580.0,0.05132492486021656,74.446341,2012-09-30,2012-10-31,5.656987,2.3789990000000003,0.998816,1.116831,8.619644000000001
2013-01-27,sh600000,10.2,11.04,10.05,10.66,0.04921190360266747,986272749.0,10408052464.0,159076804230.0,198846005280.0,0.06609176966579548,78.109987,2012-09-30,2012-10-31,5.935378,2.496074,1.04797,1.171792,9.043833
2013-02-03,sh600000,10.66,11.97,10.65,11.95,0.12101171831059876,1030632378.0,11640002282.0,178327186730.0,222908983410.0,0.06906438184182978,87.562211,2012-09-30,2012-10-31,6.653629,2.7981279999999997,1.174786,1.313593,10.138242
2013-02-10,sh600000,11.98,12.27,11.06,11.34,-0.05104583368853188,1093331888.0,12812033817.0,169224292680.0,211530365850.0,0.07326597980447827,83.092525,2012-09-30,2012-10-31,6.313989,2.655295,1.114818,1.24654,9.620727
2013-02-24,sh600000,11.42,11.5,10.0,10.14,-0.10582075650885481,932157900.0,9938486893.0,151316960120.0,189146200150.0,0.062465444048731535,74.299611,2012-09-30,2012-10-31,5.6458379999999995,2.37431,0.9968469999999999,1.11463,8.602655
2013-03-03,sh600000,10.21,11.31,10.15,11.17,0.10157723032723132,961550325.0,10267744765.0,166687420560.0,208359275710.0,0.06443507910894748,81.84676,2012-09-30,2012-10-31,6.219326000000001,2.615486,1.0981040000000002,1.227851,9.476489
2013-03-10,sh600000,10.86,11.31,10.27,10.71,-0.04118178763493041,994843019.0,10752267216.0,159822943080.0,199778678850.0,0.06666607764916901,78.476164,2012-09-30,2012-10-31,5.963203,2.507775,1.0528819999999999,1.177286,9.08623
2013-03-17,sh600000,10.67,10.93,10.11,10.51,-0.01867375423356865,709862911.0,7436789757.0,156838387660.0,196047984570.0,0.04756908883036652,77.010719,2012-12-31,2013-03-14,5.7346010000000005,2.3722830000000004,2.1175990000000002,1.104487,8.916556
2013-03-24,sh600000,10.44,11.28,10.39,11.06,0.052330418460417194,826865424.0,9000588335.0,165045915080.0,206307393850.0,0.055409620922803396,81.040723,2012-12-31,2013-03-14,6.034695,2.496426,2.228414,1.162285,9.383163
2013-03-31,sh600000,11.13,11.24,9.68,10.13,-0.08408665493126344,758260763.0,7878667524.0,151167732350.0,188959665430.0,0.05081230901450379,74.226279,2012-12-31,2013-03-14,5.527258,2.28651,2.041034,1.064552,8.594164
2013-04-07,sh600000,10.06,10.2,9.94,10.06,-0.00690980998334545,248499426.0,2500820552.0,150123137950.0,187653922430.0,0.016652357922285223,73.71339,2012-12-31,2013-03-14,5.489065,2.27071,2.0269310000000003,1.057197,8.53478
2013-04-14,sh600000,9.87,10.12,9.7,9.94,-0.011928613943647748,295028555.0,2941013632.0,148332404690.0,185415505870.0,0.019770351885205456,72.834091,2012-12-31,2013-03-14,5.423588,2.243624,2.002753,1.044586,8.432972
2013-04-21,sh600000,9.94,10.19,9.42,10.14,0.02012166756017386,570413853.0,5565306078.0,151316960120.0,189146200150.0,0.038224376598849696,74.299635,2012-12-31,2013-03-14,5.532719999999999,2.288769,2.0430509999999997,1.065604,8.602657
2013-04-28,sh600000,10.11,10.29,9.77,9.88,-0.025640190812417862,464302364.0,4646980534.0,147437038060.0,184296297580.0,0.031113670056591748,72.39457800000001,2012-12-31,2013-03-14,5.39086,2.230085,1.9906669999999997,1.038282,8.382083999999999
2013-05-05,sh600000,9.77,10.17,9.66,10.01,0.013157499595999989,190041305.0,1884457353.0,149376999090.0,186721248860.0,0.01273498245806807,73.347109,2013-03-31,2013-04-27,5.337599,2.22038,1.617545,1.0054020000000001,8.492371
2013-05-12,sh600000,10.03,10.21,9.89,10.03,0.001998342401091202,347909080.0,3495970034.0,149675454630.0,187094318290.0,0.023313963408537267,73.49368199999999,2013-03-31,2013-04-27,5.348266000000001,2.224817,1.6207770000000001,1.007411,8.509342
2013-05-19,sh600000,10.02,10.28,9.84,10.24,0.020937188581163113,416220719.0,4184522354.0,152809237830.0,191011547290.0,0.027891639426286377,75.032433,2013-03-31,2013-04-27,5.460243,2.271398,1.654712,1.0285030000000002,8.687503
2013-05-26,sh600000,10.26,10.54,10.1,10.2,-0.0039055841487606324,465549839.0,4803892008.0,152212326750.0,190265408430.0,0.031197265419898063,74.739388,2013-03-31,2013-04-27,5.438918,2.262527,1.648249,1.024486,8.653574
2013-06-02,sh600000,10.21,10.62,10.18,10.47,0.026470641494243052,463713500.0,4858589230.0,156241476570.0,195301845720.0,0.031074209304626007,76.717787,2013-03-31,2013-04-27,5.582889,2.322418,1.6918790000000001,1.051605,8.882639
2013-06-09,sh600000,9.97,10.01,9.32,9.35,-0.05705701173414368,344518093.0,3326878215.0,139527966180.0,174409957730.0,0.023086727756028415,72.3405,2013-03-31,2013-04-27,5.264346,2.189907,1.595346,0.991604,8.375822
2013-06-16,sh600000,9.25,9.25,8.91,9.02,-0.03529400000000005,205350961.0,1851685849.0,134603449729.99997,168254312160.0,0.013760907851436537,69.787314,2013-03-31,2013-04-27,5.078547,2.1126169999999997,1.53904,0.956606,8.080206
2013-06-23,sh600000,9.05,9.12,8.22,8.28,-0.08204035913077556,430516926.0,3716408081.0,123560594650.0,154450743320.0,0.028849651924850134,64.061938,2013-03-31,2013-04-27,4.661901,1.939297,1.412776,0.8781260000000001,7.4173029999999995
2013-06-30,sh600000,8.29,8.3,7.18,8.28,1.8253129852041639e-07,910944734.0,7074579257.0,123560594650.0,154450743320.0,0.061043914679152926,64.061949,2013-03-31,2013-04-27,4.6619019999999995,1.939297,1.412777,0.8781260000000001,7.417304
2013-07-07,sh600000,8.22,8.28,7.95,8.11,-0.020532168237645698,384295783.0,3115810123.0,121023722540.0,151279653180.0,0.02575229661358258,62.746618999999995,2013-03-31,2013-04-27,4.5661830000000005,1.8994790000000001,1.383769,0.8600959999999999,7.265011
2013-07-14,sh600000,8.0,8.92,7.88,8.49,0.046854802907643434,602135040.0,5091141277.0,126694377850.0,158367972310.0,0.04035006585416529,65.686599,2013-03-31,2013-04-27,4.780130000000001,1.988479,1.448605,0.9003959999999999,7.605411999999999
2013-07-21,sh600000,8.55,8.71,8.02,8.03,-0.05418178033913379,437057750.0,3666489086.0,119829900370.0,149787375460.0,0.029287963368603773,62.127582,2013-03-31,2013-04-27,4.521134,1.88074,1.370117,0.851611,7.193337
2013-07-28,sh600000,7.9,8.23,7.82,7.97,-0.007472269761831463,403680468.0,3233411316.0,118934533740.0,148668167180.0,0.027051296446777492,61.663348,2013-03-31,2013-04-27,4.487351,1.866686,1.35988,0.845247,7.139586
2013-08-04,sh600000,7.9,8.12,7.71,7.98,0.001254141797538022,320488095.0,2527463732.0,119083761510.0,148854701890.0,0.021476437808737137,61.740683,2013-03-31,2013-04-27,4.492979,1.869027,1.361585,0.8463069999999999,7.14854
2013-08-11,sh600000,7.98,8.14,7.95,8.01,0.003758828193071606,314629453.0,2524984193.0,119531444830.0,149414306030.0,0.021083840508363743,61.97275500000001,2013-03-31,2013-04-27,4.509867,1.876053,1.366703,0.8494879999999999,7.175411
2013-08-18,sh600000,8.04,9.04,8.01,8.31,0.03745351266988073,715184465.0,6000345198.0,124008277970.0,155010347460.0,0.04792569497326438,64.293853,2013-06-30,2013-08-14,4.2608760000000006,1.7398259999999999,0.47996300000000003,0.830226,7.444155
2013-08-25,sh600000,8.24,8.78,8.23,8.42,0.013236923486750873,521899190.0,4422054307.0,125649783450.0,157062229310.0,0.03497332871686696,65.144906,2013-06-30,2013-08-14,4.317277,1.7628549999999998,0.48631599999999997,0.841216,7.542692999999999
2013-09-01,sh600000,8.45,9.21,8.4,8.99,0.06769654634174627,905608349.0,8068119550.0,134155766420.0,167694708020.0,0.060686314683050954,69.554991,2013-06-30,2013-08-14,4.609542,1.882195,0.519238,0.8981629999999999,8.053307
2013-09-08,sh600000,9.11,9.87,8.89,9.57,0.06451668674132094,818630136.0,7559385814.0,142810977150.0,178513721440.0,0.054857760641826125,74.042448,2013-06-30,2013-08-14,4.906934,2.003628,0.552737,0.956109,8.57288
2013-09-15,sh600000,10.28,12.4,10.18,11.91,0.24451352893683298,4084938443.0,46678220588.0,177730275640.0,222162844550.0,0.27373848760959474,92.146828,2013-06-30,2013-08-14,6.106746,2.4935419999999997,0.6878890000000001,1.189891,10.669065
2013-09-22,sh600000,12.0,12.02,10.77,11.0,-0.07640579512684131,1611403415.0,18172868015.0,164150548450.0,205188185570.0,0.10798281048935478,85.106277,2013-06-30,2013-08-14,5.640155,2.3030209999999998,0.6353300000000001,1.098977,9.853886
2013-09-29,sh600000,11.05,11.2,10.05,10.24,-0.06909028529033012,2006953142.0,21473404676.0,152809237830.0,191011547290.0,0.13448925252112817,79.22626,2013-06-30,2013-08-14,5.250475,2.143904,0.591435,1.023048,9.173078
2013-10-06,sh600000,10.34,10.37,10.02,10.09,-0.014647999999999994,256510906.0,2609512399.0,150570821260.0,188213526580.0,0.017189220460389218,78.065754,2013-06-30,2013-08-14,5.173566,2.1125,0.5827720000000001,1.008062,9.038711
2013-10-13,sh600000,10.03,10.65,9.88,10.55,0.04558882145791299,1193645672.0,12213143720.0,157435298740.0,196794123430.0,0.07998817254062525,81.624679,2013-06-30,2013-08-14,5.409423,2.208807,0.60934,1.054019,9.450775
2013-10-20,sh600000,10.45,10.5,9.8,9.88,-0.06350767120656375,978759425.0,9881445292.0,147437038060.0,184296297580.0,0.06558828938943213,76.44088599999999,2013-06-30,2013-08-14,5.065883,2.068531,0.570642,0.98708,8.850579
2013-10-27,sh600000,9.95,10.35,9.8,10.07,0.01922949711076294,1054903181.0,10611555332.0,150272365720.0,187840457150.0,0.0706908085313798,77.91080600000001,2013-06-30,2013-08-14,5.163297,2.108307,0.581615,1.006062,9.020771
2013-11-03,sh600000,10.08,10.69,9.92,10.42,0.0347557912259,1335172833.0,13874973063.0,155495337720.0,194369172140.0,0.08947214189091765,80.618657,2013-09-30,2013-10-31,5.1312940000000005,2.06225,0.58325,0.993027,9.334295
2013-11-10,sh600000,10.48,10.54,9.93,9.98,-0.04222660992958127,687722091.0,6971940727.0,148929315780.0,186161644720.0,0.04608539582843976,77.214405,2013-09-30,2013-10-31,4.914617,1.975169,0.558621,0.951095,8.940139
2013-11-17,sh600000,9.99,10.19,9.39,9.68,-0.030060326409943272,757804482.0,7408054639.0,144452482640.0,180565603300.0,0.05078173286949608,74.893315,2013-09-30,2013-10-31,4.766882,1.9157939999999998,0.541829,0.9225049999999999,8.671396000000001
2013-11-24,sh600000,9.75,10.18,9.66,10.06,0.03925599715214356,789236837.0,7866938149.0,150123137950.0,187653922430.0,0.05288806701378973,77.833326,2013-09-30,2013-10-31,4.95401,1.9910009999999998,0.563099,0.9587180000000001,9.0118
2013-12-01,sh600000,9.99,10.12,9.76,9.99,-0.006958129315580486,538312831.0,5370288099.0,149078543550.0,186348179440.0,0.0360732339720393,77.291752,2013-09-30,2013-10-31,4.9195400000000005,1.9771470000000002,0.559181,0.952047,8.949095
2013-12-08,sh600000,10.1,10.57,9.99,10.22,0.02302280030717241,1179509142.0,12115428297.0,152510782290.0,190638477860.0,0.0790408602607398,79.071225,2013-09-30,2013-10-31,5.032801,2.0226669999999998,0.572055,0.973966,9.155128
2013-12-15,sh600000,10.21,10.25,9.77,9.83,-0.038160576001396995,515953305.0,5155918571.0,146690899210.0,183363624010.0,0.034574885118737145,76.053821,2013-09-30,2013-10-31,4.840747,1.9454810000000002,0.550225,0.9367989999999999,8.805763
2013-12-22,sh600000,9.85,9.97,9.34,9.36,-0.04781344052753245,431717449.0,4177350982.0,139677193960.0,174596492440.0,0.02893010095690499,72.417426,2013-09-30,2013-10-31,4.609294,1.8524599999999998,0.523917,0.892008,8.384729
2013-12-29,sh600000,9.41,9.48,9.06,9.24,-0.012820290781087929,394392015.0,3649151687.0,137886460700.0,172358075870.0,0.026428861833858064,71.489014,2013-09-30,2013-10-31,4.550201,1.828711,0.5172,0.8805719999999999,8.277235000000001
2014-01-05,sh600000,9.3,9.53,9.08,9.14,-0.010821632837527462,335818802.0,3116723237.0,136394182990.0,170492728730.0,0.02250377386332552,70.715386,2013-09-30,2013-10-31,4.500961,1.8089220000000001,0.511603,0.871043,8.187661
2014-01-12,sh600000,9.31,9.45,9.01,9.41,0.029540437322040036,471378869.0,4363096546.0,140423332810.0,175529166020.0,0.031587878371265386,72.804349,2013-09-30,2013-10-31,4.633921,1.8623580000000002,0.526716,0.896774,8.429528
2014-01-19,sh600000,9.44,9.47,9.07,9.12,-0.030817686216154327,356504511.0,3300644184.0,136095727440.0,170119659300.0,0.023889957469483362,70.560688,2013-09-30,2013-10-31,4.491114,1.804964,0.510484,0.869137,8.16975
2014-01-26,sh600000,9.1,9.38,9.04,9.23,0.012062758566975695,314890713.0,2905988644.0,137737232930.0,172171541160.0,0.021101347973696366,71.41184399999999,2013-09-30,2013-10-31,4.5452900000000005,1.8267369999999998,0.516641,0.8796209999999999,8.2683
2014-02-02,sh600000,9.19,9.31,9.1,9.17,-0.006501586335439846,250744019.0,2309554147.0,136841866300.0,171052332880.0,0.016802771815382644,70.947554,2013-09-30,2013-10-31,4.515738,1.814861,0.513282,0.8739020000000001,8.214542999999999
2014-02-09,sh600000,9.13,9.18,9.07,9.18,0.0010909999999999531,51136921.0,466080896.0,136991094070.0,171238867590.0,0.003426769732491706,71.024958,2013-09-30,2013-10-31,4.520665,1.816841,0.513842,0.874856,8.223505000000001
2014-02-16,sh600000,9.18,9.84,9.16,9.59,0.04466229254000975,688683235.0,6550000319.0,143109432700.0,178886790870.0,0.0461498036785244,74.19709499999999,2013-09-30,2013-10-31,4.722568,1.8979849999999998,0.536792,0.9139290000000001,8.590785
2014-02-23,sh600000,9.62,9.73,9.2,9.29,-0.031282375765675274,617538180.0,5827092508.0,138632599560.0,173290749450.0,0.04138225576385491,71.87603399999999,2013-09-30,2013-10-31,4.574835,1.838611,0.52,0.885339,8.322045
2014-03-02,sh600000,9.2,9.21,8.77,8.91,-0.04090521153992599,516052313.0,4616768569.0,132961944250.0,166202430310.0,0.03458151980828906,68.93593,2013-09-30,2013-10-31,4.3877,1.7634029999999998,0.498729,0.849124,7.98163
2014-03-09,sh600000,8.91,8.92,8.62,8.73,-0.020202869521911637,452858419.0,3979220658.0,130275844360.0,162844805450.0,0.030346792356571912,67.543226,2013-09-30,2013-10-31,4.299056,1.7277770000000001,0.48865299999999995,0.8319690000000001,7.820378
2014-03-16,sh600000,8.67,9.13,8.39,8.99,0.029781526022485183,659809234.0,5763875635.0,134155766420.0,167694708020.0,0.044214909071368116,69.554766,2013-09-30,2013-10-31,4.427089,1.779233,0.503206,0.8567469999999999,8.053281
2014-03-23,sh600000,9.22,9.89,8.76,9.89,0.10011160975558564,1005592447.0,9409587308.0,147586265840.0,184482832290.0,0.06738641461131503,76.518006,2013-12-31,2014-03-20,4.508043,1.8449099999999998,0.598166,0.902645,8.859508
2014-03-30,sh600000,9.89,10.01,9.48,9.67,-0.022244916168450368,1510710367.0,14774330269.0,144303254870.0,180379068580.0,0.10123520264356183,74.81586899999999,2013-12-31,2014-03-20,4.407762,1.80387,0.58486,0.882566,8.662429
2014-04-06,sh600000,9.7,10.04,9.57,9.73,0.006205803267144816,766886577.0,7497420469.0,145198621490.0,181498276870.0,0.05139033909301889,75.280162,2013-12-31,2014-03-20,4.435116000000001,1.8150650000000002,0.58849,0.888043,8.716186
2014-04-13,sh600000,9.71,10.41,9.71,10.25,0.05344267008172454,996675767.0,10100258229.0,152958465600.0,191198082000.0,0.06678889312648806,79.303335,2013-12-31,2014-03-20,4.67214,1.9120669999999997,0.6199399999999999,0.9355020000000001,9.182002
2014-04-20,sh600000,10.25,10.29,9.63,9.78,-0.04585379005479595,673771179.0,6674710049.0,145944760350.0,182430950440.0,0.04515052212095396,75.666976,2013-12-31,2014-03-20,4.457905,1.824391,0.591514,0.8926059999999999,8.760973
2014-04-27,sh600000,9.74,10.06,9.66,9.84,0.006134849197714676,671926302.0,6640935869.0,146840126980.0,183550158720.0,0.0450268938583834,76.131182,2013-12-31,2014-03-20,4.485254,1.835584,0.595143,0.8980819999999999,8.81472
2014-05-04,sh600000,9.82,10.02,9.65,9.77,-0.007112817848596742,354427369.0,3465578231.0,145795532580.0,182244415720.0,0.02375076474466005,75.589674,2014-03-31,2014-04-30,4.265014,1.730525,1.4189260000000001,0.840981,8.752023
2014-05-11,sh600000,9.77,9.87,9.58,9.76,-0.0010238462365230738,388334717.0,3778618266.0,145646304810.0,182057881010.0,0.02602295226689315,75.512282,2014-03-31,2014-04-30,4.2606470000000005,1.728753,1.417474,0.8401200000000001,8.743062
2014-05-18,sh600000,9.85,9.96,9.7,9.75,-0.0010251190674251953,437696415.0,4306139373.0,145497077040.0,181871346300.0,0.029330761366957014,75.434873,2014-03-31,2014-04-30,4.25628,1.726981,1.41602,0.839259,8.734099
2014-05-25,sh600000,9.72,9.73,9.41,9.7,-0.005128002732328607,374507720.0,3589678094.0,144750938180.0,180938672730.0,0.02509638230795196,75.048043,2014-03-31,2014-04-30,4.234453,1.718125,1.408759,0.8349549999999999,8.689311
2014-06-01,sh600000,9.76,9.78,9.55,9.57,-0.013402756962146212,365378786.0,3529162270.0,142810977150.0,178513721440.0,0.024484637328314785,74.042192,2014-03-31,2014-04-30,4.1777,1.695097,1.3898780000000002,0.823765,8.57285
2014-06-08,sh600000,9.59,9.64,9.4,9.51,-0.006270732600128226,266814043.0,2541482201.0,141915610530.0,177394513160.0,0.017879650726609887,73.577893,2014-03-31,2014-04-30,4.151503,1.684468,1.381162,0.818599,8.519092
2014-06-15,sh600000,9.46,9.78,9.46,9.73,0.023133308653958462,345365930.0,3324320629.0,145198621490.0,181498276870.0,0.02314354271697707,75.27999399999999,2014-03-31,2014-04-30,4.247541,1.7234349999999998,1.4131129999999998,0.8375360000000001,8.716167
2014-06-22,sh600000,9.73,9.87,9.6,9.7,-0.0030836222545572722,402826637.0,3924997425.0,144750938180.0,180938672730.0,0.02699407981757649,75.047859,2014-03-31,2014-04-30,4.234443,1.71812,1.408756,0.8349530000000001,8.689289
2014-06-29,sh600000,9.71,9.77,8.96,8.97,-0.00774415354107838,301888581.0,2781056735.0,133857310870.0,167321638590.0,0.020230053584446406,74.466676,2014-03-31,2014-04-30,4.201651,1.7048150000000002,1.397846,0.8284870000000001,8.621998
2014-07-06,sh600000,8.98,9.1,8.98,9.07,0.011148932871466455,248309552.0,2248549392.0,135349588590.0,169186985730.0,0.016639634151103703,75.2969,2014-03-31,2014-04-30,4.248495,1.7238220000000002,1.4134309999999999,0.837724,8.718124000000001
2014-07-13,sh600000,9.07,9.08,8.9,8.94,-0.014333404100042246,273000027.0,2453604738.0,133409627560.0,166762034450.0,0.01829418375583388,74.217639,2014-03-31,2014-04-30,4.187599,1.699114,1.393171,0.825717,8.593164
2014-07-20,sh600000,8.93,9.05,8.9,9.02,0.008948046870440374,268501657.0,2416222678.0,134603449729.99997,168254312160.0,0.01799274053523918,74.881742,2014-03-31,2014-04-30,4.22507,1.7143169999999999,1.405637,0.8331049999999999,8.670056
2014-07-27,sh600000,9.01,9.44,8.96,9.39,0.041020929707794584,609121260.0,5607963001.0,140124877270.0,175156096590.0,0.040818224021556715,77.953461,2014-03-31,2014-04-30,4.3983870000000005,1.7846400000000002,1.463298,0.8672799999999999,9.02571
2014-08-03,sh600000,9.44,9.96,9.44,9.76,0.03940412660842485,1013954261.0,9908164775.0,145646304810.0,182057881010.0,0.06794675361156524,81.025149,2014-03-31,2014-04-30,4.571701,1.854962,1.520958,0.9014540000000001,9.38136
2014-08-10,sh600000,9.82,9.95,9.5,9.54,-0.022540328620915595,680701442.0,6629035439.0,142363293840.0,177954117300.0,0.04561493051697994,79.19881600000001,2014-03-31,2014-04-30,4.468654,1.8131509999999997,1.486675,0.881135,9.169901
2014-08-17,sh600000,9.57,9.73,9.53,9.68,0.0146733973904154,463793694.0,4470647924.0,144452482640.0,180565603300.0,0.031079583236438033,80.36093100000001,2014-06-30,2014-08-14,4.0858300000000005,1.61722,6.773999000000001,0.8270780000000001,9.304454
2014-08-24,sh600000,9.69,9.81,9.43,9.54,-0.014462879047060562,460986294.0,4436440757.0,142363293840.0,177954117300.0,0.030891454715164374,79.19868100000001,2014-06-30,2014-08-14,4.026737000000001,1.5938299999999999,6.676027,0.815116,9.169885
2014-08-31,sh600000,9.52,9.53,9.36,9.47,-0.007337235899978589,354609266.0,3347134476.0,141318699440.0,176648374300.0,0.023762953963822584,78.617582,2014-06-30,2014-08-14,3.9971919999999996,1.582136,6.627044000000001,0.809135,9.102604
2014-09-07,sh600000,9.49,9.78,9.44,9.74,0.028510899817390634,551717019.0,5314704166.0,145347849270.0,181684811580.0,0.036971470799527985,80.85904000000001,2014-06-30,2014-08-14,4.111155,1.6272440000000001,6.815987,0.832204,9.362127000000001
2014-09-14,sh600000,9.75,9.82,9.53,9.6,-0.014373489264964734,435585267.0,4199944978.0,143258660470.0,179073325580.0,0.029189289844544362,79.696813,2014-06-30,2014-08-14,4.052064,1.603855,6.718017,0.820243,9.227561
2014-09-21,sh600000,9.56,9.91,9.51,9.85,0.02604091192306468,943772082.0,9156996390.0,146989354750.0,183736693440.0,0.06324372961233099,81.772191,2014-06-30,2014-08-14,4.157583,1.645621,6.89296,0.8416020000000001,9.467855
2014-09-28,sh600000,9.83,9.83,9.59,9.72,-0.013198029645764997,614223006.0,5959170622.0,145049393720.0,181311742150.0,0.041160100467878054,80.692959,2014-06-30,2014-08-14,4.102711,1.623902,6.801987,0.8304950000000001,9.342898
2014-10-05,sh600000,9.75,9.81,9.7,9.75,0.0030857821250001027,226856289.0,2212103528.0,145497077040.0,181871346300.0,0.015202015482014938,80.94196,2014-06-30,2014-08-14,4.115371,1.6289129999999998,6.822976,0.833058,9.371728
2014-10-12,sh600000,9.78,9.94,9.73,9.83,0.008205558247247113,406722847.0,4000374012.0,146690899210.0,183363624010.0,0.027255171299252954,81.606134,2014-06-30,2014-08-14,4.14914,1.642279,6.878963000000001,0.839893,9.448628
2014-10-19,sh600000,9.79,10.04,9.64,9.85,0.00203561155224663,785143105.0,7717191622.0,146989354750.0,183736693440.0,0.05261373925617562,81.77225200000001,2014-06-30,2014-08-14,4.157586,1.6456220000000001,6.892966,0.8416030000000001,9.467862
2014-10-26,sh600000,9.93,9.95,9.66,9.68,-0.01725785120703982,537830512.0,5275337606.0,144452482640.0,180565603300.0,0.03604091297713954,80.361039,2014-06-30,2014-08-14,4.085834999999999,1.617222,6.774008,0.8270790000000001,9.304467
2014-11-02,sh600000,9.62,10.38,9.4,10.2,0.05371879709755456,1068869409.0,10519567040.0,152212326750.0,190265408430.0,0.07162670858915833,84.677937,2014-09-30,2014-10-31,4.14484,1.635202,2.211227,0.822443,9.804292
2014-11-09,sh600000,10.25,10.39,9.95,10.18,-0.0019606916661968343,1078122895.0,10923988812.0,151913871200.0,189892339000.0,0.07224680000847743,84.51191,2014-09-30,2014-10-31,4.136712999999999,1.631995,2.206891,0.82083,9.785067999999999
2014-11-16,sh600000,10.53,11.38,10.42,10.9,0.07072736661492862,1983832743.0,21565141276.0,162658270740.0,203322838420.0,0.13293991630628102,90.489215,2014-09-30,2014-10-31,4.429292,1.747422,2.362979,0.878885,10.477141
2014-11-23,sh600000,10.94,11.08,10.37,10.79,-0.010090905583569953,987147516.0,10478730442.0,161016765250.0,201270956570.0,0.06615038925358115,89.57609599999999,2014-09-30,2014-10-31,4.384597,1.729789,2.339134,0.870017,10.371417
2014-11-30,sh600000,10.57,12.48,10.45,12.4,0.14921155577389378,2487724897.0,28355610024.0,185042436440.0,231303045550.0,0.1667065637281662,102.941885,2014-09-30,2014-10-31,5.038829,1.9878939999999998,2.68816,0.999833,11.918952
2014-12-07,sh600000,12.45,14.0,12.03,13.53,0.09112867793054691,3506892127.0,45237072045.0,201905174600.0,252381468240.0,0.23500264702136067,112.32284299999999,2014-09-30,2014-10-31,5.498011,2.169048,2.933129,1.090947,13.00511
2014-12-14,sh600000,13.39,14.16,12.21,12.98,-0.04065059605750765,2946518594.0,39226226347.0,193697647170.0,242122058970.0,0.19745108889502058,107.756853,2014-09-30,2014-10-31,5.274514,2.080875,2.813895,1.046599,12.476445
2014-12-21,sh600000,12.8,14.39,12.46,14.09,0.08551669753571223,2579289065.0,35086579319.0,210261929790.0,262827412240.0,0.17284243021143633,116.97186299999998,2014-09-30,2014-10-31,5.725573000000001,2.258824,3.0545299999999997,1.136101,13.543389000000001
2014-12-28,sh600000,14.18,15.2,13.31,14.77,0.048260812680203546,2465312863.0,35307324015.0,220409418240.0,275511772800.0,0.16520469622972678,122.61702,2014-09-30,2014-10-31,6.001893,2.3678369999999997,3.2019439999999997,1.1909299999999998,14.197004000000002
2015-01-04,sh600000,15.4,15.88,14.71,15.69,0.06228843324755706,1537704044.0,23602480223.0,234138373200.0,292672966500.0,0.10304409362984332,130.254642,2014-09-30,2014-10-31,6.375742,2.515326,3.401388,1.265111,15.081313
